User_ID,Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Age in Yrs,Date of Joining,Age in Company (Years),Salary,SSN,Phone No,City,State,Zip
trfranklin,679990,Mr.,Thad,R,Franklin,M,thad.franklin@charter.net,Shelton Franklin,Aurelia Franklin,23.44,11/2/2016,0.73,116818,695-16-9414,423-587-6653,Baxter,TN,38544
tsweiss,224527,Prof.,Tony,S,Weiss,M,tony.weiss@aol.com,Brendan Weiss,Virginia Weiss,46.2,10/28/1993,23.76,121236,292-15-1702,209-283-2005,Garden Grove,CA,92846
ttcaldwell,168824,Mr.,Tanner,T,Caldwell,M,tanner.caldwell@aol.com,Harlan Caldwell,Adriana Caldwell,49.34,6/6/1999,18.16,116635,651-62-1143,219-315-4592,Michigan City,IN,46360
ttdale,712170,Mr.,Theodore,T,Dale,M,theodore.dale@exxonmobil.com,Refugio Dale,Marissa Dale,22.63,7/1/2017,0.07,40096,750-20-7529,217-241-9866,Opheim,IL,61468
tugiles,809491,Mr.,Terence,U,Giles,M,terence.giles@yahoo.com,Lynn Giles,Colleen Giles,40.89,6/12/2010,7.13,145954,175-86-1083,205-271-2216,Montevallo,AL,35115
tumueller,747647,Ms.,Trisha,U,Mueller,F,trisha.mueller@bp.com,Lance Mueller,Pat Mueller,42.15,9/28/2006,10.84,133504,156-23-0167,212-514-3604,Niverville,NY,12130
tvsears,163351,Mr.,Terrell,V,Sears,M,terrell.sears@yahoo.co.uk,Josue Sears,Imogene Sears,47.28,10/31/1997,19.75,60737,704-18-7450,207-627-0029,Crouseville,ME,4738
twarnold,354363,Ms.,Tabatha,W,Arnold,F,tabatha.arnold@gmail.com,Elliott Arnold,Dana Arnold,41.02,12/1/2004,12.66,62009,184-86-0283,239-581-1465,Bagdad,FL,32530
twrosa,368041,Ms.,Tamika,W,Rosa,F,tamika.rosa@walmart.com,Andy Rosa,Nannie Rosa,44.25,10/25/2009,7.76,107782,581-99-5749,262-973-9609,Milwaukee,WI,53219
txbowen,133610,Hon.,Teresa,X,Bowen,F,teresa.bowen@ibm.com,Richie Bowen,Sheri Bowen,31.01,12/24/2009,7.6,131410,705-18-7923,201-412-7978,Allenhurst,NJ,7709
txcasey,191985,Ms.,Tammy,X,Casey,F,tammy.casey@gmail.com,Duncan Casey,Ronda Casey,37.31,3/19/2002,15.37,192743,221-13-7601,216-524-3435,Ottoville,OH,45876
txluna,371751,Prof.,Thad,X,Luna,M,thad.luna@gmail.com,Buddy Luna,John Luna,48.46,4/2/2007,10.33,43176,043-15-7824,217-290-9429,Tinley Park,IL,60487
tycunningham,792224,Mr.,Tommie,Y,Cunningham,M,tommie.cunningham@btinternet.com,Angel Cunningham,Twila Cunningham,40.07,10/27/2013,3.75,65809,759-12-8254,303-578-8897,Alma,CO,80420
tyforbes,513011,Ms.,Tara,Y,Forbes,F,tara.forbes@gmail.com,Davis Forbes,Elvia Forbes,41.12,9/24/2009,7.85,85864,249-99-1301,319-249-4281,Sheldon,IA,51201
tzfrazier,678244,Mrs.,Trudy,Z,Frazier,F,trudy.frazier@rediffmail.com,Stephen Frazier,Winnie Frazier,57.18,4/2/2007,10.33,96992,136-25-5276,218-634-3825,Currie,MN,56123
tzhayes,237003,Ms.,Tami,Z,Hayes,F,tami.hayes@gmail.com,Harley Hayes,Ella Hayes,24.62,4/2/2016,1.32,170836,413-99-8525,307-371-2781,Dayton,WY,82836
tzperez,375797,Ms.,Tamara,Z,Perez,F,tamara.perez@aol.com,Alexander Perez,Crystal Perez,41.28,12/30/2012,4.58,192689,383-37-8487,215-606-2786,Essington,PA,19029
tzwebb,857324,Drs.,Terra,Z,Webb,F,terra.webb@gmail.com,Denis Webb,Marion Webb,44.1,12/15/2008,8.62,179095,266-99-6589,216-696-0115,Youngstown,OH,44599
vaosborne,836259,Dr.,Vance,A,Osborne,M,vance.osborne@shaw.ca,Brent Osborne,Sharlene Osborne,44.75,6/30/2001,16.09,148267,728-14-3717,503-546-8875,Independence,OR,97351
vcbuchanan,494794,Mr.,Vernon,C,Buchanan,M,vernon.buchanan@gmail.com,Scott Buchanan,Eileen Buchanan,23.63,5/10/2015,2.22,142346,156-23-8758,405-450-9390,Meers,OK,73558
vhhowe,476635,Ms.,Victoria,H,Howe,F,victoria.howe@gmail.com,Vaughn Howe,Kenya Howe,49.5,9/1/1995,21.92,160288,587-99-9556,216-303-3981,Toledo,OH,43657
vpcase,498653,Dr.,Vincent,P,Case,M,vincent.case@yahoo.com,Guillermo Case,Maura Case,34.05,10/8/2007,9.81,77053,082-02-7876,423-599-1914,Charlotte,TN,37036
vsmontoya,886315,Dr.,Valentin,S,Montoya,M,valentin.montoya@aol.com,Laurence Montoya,Kayla Montoya,51.76,1/5/1997,20.57,164411,532-71-1470,423-851-9829,Kingston,TN,37763
vtburnett,894936,Ms.,Vivian,T,Burnett,F,vivian.burnett@gmail.com,Stephen Burnett,Shana Burnett,57.5,9/6/2001,15.9,93355,001-11-5958,236-831-5026,Hampden Sydney,VA,23943
vtlindsay,229899,Hon.,Violet,T,Lindsay,F,violet.lindsay@charter.net,Albert Lindsay,Felecia Lindsay,58.13,5/19/2013,4.19,66212,340-11-3051,215-568-8372,Tionesta,PA,16353
vvbass,629763,Hon.,Vernon,V,Bass,M,vernon.bass@aol.com,David Bass,Alta Bass,54.85,3/18/2013,4.36,79853,763-12-3837,215-737-1085,Hallstead,PA,18822
vzburgess,999219,Ms.,Vicky,Z,Burgess,F,vicky.burgess@hotmail.com,Thaddeus Burgess,Terrie Burgess,25.33,5/2/2017,0.24,176844,511-33-6199,603-674-2032,Colebrook,NH,3576
vzjohns,438094,Mrs.,Vonda,Z,Johns,F,vonda.johns@aol.com,Allan Johns,Valarie Johns,45.08,8/22/2006,10.94,137384,599-92-7819,209-248-1156,Oakland,CA,94623
wbwright,684722,Mr.,Waldo,B,Wright,M,waldo.wright@bp.com,Hunter Wright,Maude Wright,44.53,10/29/2014,2.75,92597,103-02-8337,252-444-7824,Clayton,NC,27527
wccarroll,888277,Prof.,Wm,C,Carroll,M,wm.carroll@gmail.com,Patrick Carroll,Shawna Carroll,30.22,1/17/2017,0.53,146342,114-98-9215,212-333-9668,Unionville,NY,10988
wchyde,337146,Mr.,Weldon,C,Hyde,M,weldon.hyde@gmail.com,Greg Hyde,Neva Hyde,43.47,8/27/2006,10.93,66293,764-29-9584,210-906-6433,San Antonio,TX,78212
wgvelez,241389,Mr.,Walter,G,Velez,M,walter.velez@gmail.com,Frank Velez,Toni Velez,25.28,3/8/2016,1.39,77362,126-98-9311,236-435-5027,Gainesville,VA,20155
wigriffin,505362,Mr.,Winston,I,Griffin,M,winston.griffin@gmail.com,Luke Griffin,Lina Griffin,23.66,2/25/2015,2.42,46181,196-84-7330,236-706-4648,Rural Retreat,VA,24368
wirios,588553,Ms.,Wilda,I,Rios,F,wilda.rios@yahoo.com,Jonathon Rios,Penelope Rios,30.75,6/3/2010,7.16,45345,206-84-2861,207-782-0745,Sebago,ME,4029
wishields,451972,Hon.,Waldo,I,Shields,M,waldo.shields@aol.com,Clarence Shields,Shelly Shields,46.69,2/22/2012,5.43,62435,770-02-3111,270-993-0450,Wooton,KY,41776
wjhewitt,964084,Mr.,Winston,J,Hewitt,M,winston.hewitt@bp.com,Everett Hewitt,Cheryl Hewitt,59.34,8/14/2013,3.96,89708,213-91-5204,225-919-9605,Napoleonville,LA,70390
wjrichards,923271,Mr.,Wilfredo,J,Richards,M,wilfredo.richards@gmail.com,Enrique Richards,Marsha Richards,56.66,10/26/1985,31.78,173178,356-08-5270,218-269-4257,Randall,MN,56475
wkmcmillan,950796,Hon.,Wilson,K,Mcmillan,M,wilson.mcmillan@msn.com,Kim Mcmillan,Rae Mcmillan,26.8,1/5/2015,2.56,98600,623-85-7218,302-715-9387,Wilmington,DE,19886
wkmorrison,915993,Prof.,William,K,Morrison,M,william.morrison@gmail.com,Caleb Morrison,Sondra Morrison,50.36,10/2/2001,15.83,109382,620-85-9976,405-559-1017,Longdale,OK,73755
wlrose,581261,Dr.,Willis,L,Rose,M,willis.rose@gmail.com,Lazaro Rose,Lorene Rose,38.03,12/25/2010,6.59,192446,502-37-0169,236-423-4606,Freeman,VA,23856
wmgibson,880526,Hon.,Willie,M,Gibson,M,willie.gibson@gmail.com,Gordon Gibson,Deirdre Gibson,55.59,8/1/1999,18,191109,065-02-1744,210-672-1876,Desoto,TX,75123
woatkins,804360,Mr.,Wilburn,O,Atkins,M,wilburn.atkins@btinternet.com,Alfred Atkins,Allie Atkins,44.7,3/25/2013,4.35,140792,594-99-7280,217-551-7621,Brussels,IL,62013
wpbates,884877,Mr.,Wilbur,P,Bates,M,wilbur.bates@verizon.net,Bennie Bates,Tammie Bates,28.02,4/12/2012,5.3,118264,121-98-0891,212-993-7125,West Copake,NY,12593
wqhensley,209627,Mrs.,Willa,Q,Hensley,F,willa.hensley@gmail.com,Dante Hensley,Liliana Hensley,51.77,9/28/2003,13.84,178032,646-23-3771,218-328-5008,Gaylord,MN,55334
wrcharles,764254,Mr.,Wilfred,R,Charles,M,wilfred.charles@btinternet.com,Eddy Charles,Mara Charles,43.41,1/25/2017,0.5,151869,601-99-9648,339-753-7642,East Dennis,MA,2641
wugray,422323,Mrs.,Wilma,U,Gray,F,wilma.gray@gmail.com,Eli Gray,Keisha Gray,54.03,2/23/2002,15.44,184765,129-98-2701,308-513-9527,Elk Creek,NE,68348
wurowe,147313,Mr.,Wilburn,U,Rowe,M,wilburn.rowe@yahoo.com,Johnny Rowe,April Rowe,39.65,10/31/2015,1.74,159272,731-28-6861,207-983-4779,North Turner,ME,4266
wxlester,232585,Ms.,Wanda,X,Lester,F,wanda.lester@gmail.com,Desmond Lester,Jane Lester,52.32,6/30/1995,22.09,116510,507-57-8199,503-961-0382,Albany,OR,97321
xomcintosh,501368,Mr.,Xavier,O,Mcintosh,M,xavier.mcintosh@gmail.com,Anibal Mcintosh,Lauri Mcintosh,26.65,8/22/2014,2.93,119198,035-74-2854,212-439-3754,New York City,NY,10165
ybguerrero,369712,Mrs.,Yesenia,B,Guerrero,F,yesenia.guerrero@btinternet.com,Alfred Guerrero,Lori Guerrero,49.36,3/3/1994,23.42,150016,494-29-3248,240-505-5321,Reisterstown,MD,21136
ycrivers,249410,Ms.,Yvette,C,Rivers,F,yvette.rivers@ibm.com,Hal Rivers,Alison Rivers,45.75,1/13/2006,11.55,164007,689-24-6905,203-832-8970,Canton Center,CT,6020
yuwarner,633255,Hon.,Yvette,U,Warner,F,yvette.warner@yahoo.com,Loren Warner,Jill Warner,21.13,7/9/2017,0.05,190579,080-02-6759,215-245-5970,Orviston,PA,16864
yvpoole,539548,Hon.,Yong,V,Poole,M,yong.poole@sbcglobal.net,Charley Poole,Cheri Poole,35.03,11/26/2013,3.67,78951,271-17-0003,216-633-4360,Holland,OH,43528
yxbentley,281794,Mrs.,Yvette,X,Bentley,F,yvette.bentley@hotmail.com,Jefferson Bentley,Charity Bentley,25.18,11/30/2015,1.66,82765,521-99-6108,319-754-5182,Highlandville,IA,52149
zdharvey,471961,Dr.,Zachery,D,Harvey,M,zachery.harvey@walmart.com,Deon Harvey,Aline Harvey,46.16,5/11/2005,12.22,96795,117-98-7029,319-759-0924,Fort Madison,IA,52627
zggregory,135089,Prof.,Zachary,G,Gregory,M,zachary.gregory@cox.net,Kenton Gregory,Georgina Gregory,30.72,7/14/2010,7.04,193629,022-92-4866,907-896-4031,Fairbanks,AK,99708
